Àfrica	Afrika
Categoria:País del Loira	Kategori:Pays de la Loire
Categoria:Picardia	Kategori:Picardie
Categoria:Poitou-Charentes	Kategori:Poitou-Charentes
Categoria:Glasgow	Kategori:City of Glasgow
Categoria:Persones de Glasgow	Kategori:Personer fra Glasgow
Categoria:Immobles	Kategori:Grunneiendom
Categoria:Plantilles de línies de ferrocarrils	Kategori:Jernbanemaler
Categoria:Partits polítics d'Eslovènia	Kategori:Politiske partier i Slovenia
May-Britt Moser	May-Britt Moser
Categoria:Patrimoni de la Humanitat dels Estats Units	Kategori:Verdensarven i USA
Categoria:Esport a Romania	Kategori:Sport i Romania
Categoria:Ràl·lids	Kategori:Riksefugler
Plantilla:Article principal	Mal:Utdypende artikkel
Categoria:Competicions esportives del 1990	Kategori:Sport i 1990
Categoria:Competicions futbolístiques del 1990	Kategori:Fotball i 1990
Categoria:Competicions esportives del 1991	Kategori:Sport i 1991
Categoria:Competicions futbolístiques del 1991	Kategori:Fotball i 1991
Categoria:Competicions esportives del 1992	Kategori:Sport i 1992
Categoria:Campionat del Món de natació de 1994	Kategori:VM i svømming 1994
Categoria:Competicions futbolístiques del 1992	Kategori:Fotball i 1992
Categoria:Competicions esportives del 1996	Kategori:Sport i 1996
Categoria:Competicions futbolístiques del 1996	Kategori:Fotball i 1996
Categoria:Competicions esportives del 1997	Kategori:Sport i 1997
Categoria:Competicions futbolístiques del 1997	Kategori:Fotball i 1997
Categoria:Batalles de la Xina	Kategori:Slag med deltagelse av Kina
Categoria:Provença-Alps-Costa Blava	Kategori:Provence-Alpes-Côte d'Azur
Categoria:Plantilles de codis de banderes del COI	Kategori:Flaggmaler for OL
Categoria:Història d'Alemanya	Kategori:Tysklands historie
Plantilla:Coord/dec2dms/dm	Mal:Koord/dec2dms/dm
Categoria:Plantilles d'informació d'història	Kategori:Infobokser historie
Categoria:Plantilles de codis de països del COI	Kategori:Landsnavnmaler for OL
Categoria:Persones de Worms	Kategori:Personer fra Worms
Categoria:Plantilles d'informació de tornejos	Kategori:Turneringsmaler
Categoria:Plantilles de navegació de Patrimoni de la Humanitat	Kategori:Verdensarvmaler
Categoria:Persones de Constantinoble	Kategori:Personer fra Konstantinopel
Categoria:Zelandesos	Kategori:Personer fra Zeeland
Categoria:Eleccions del 2014	Kategori:Valg i 2014
Categoria:Comtats de Lituània	Kategori:Litauens fylker
Categoria:Casa de Württemberg	Kategori:Huset Württemberg
Categoria:Casa de Mecklenburg	Kategori:Huset Mecklenburg
Plantilla:Demography 6col	Mal:Demography 6col
Plantilla:DetailsLink	Mal:Detaljer
Categoria:Compostos orgànics	Kategori:Organiske forbindelser
Categoria:Gasos nobles	Kategori:Edelgasser
Categoria:Abruços	Kategori:Abruzzo
Plantilla:Eqm	Mal:Eqm
Plantilla:Euronext	Mal:Euronext
Categoria:Nevada	Kategori:Nevada
Categoria:Nebraska	Kategori:Nebraska
Categoria:Dakota del Nord	Kategori:Nord-Dakota
Categoria:Nou Mèxic	Kategori:New Mexico
Categoria:Estat de Nova York	Kategori:New York State
Categoria:Nova Jersey	Kategori:New Jersey
Categoria:Nou Hampshire	Kategori:New Hampshire
Categoria:Rhode Island	Kategori:Rhode Island
Categoria:Louisiana	Kategori:Louisiana
Categoria:Maryland	Kategori:Maryland
Categoria:Maine	Kategori:Maine
Categoria:Minnesota	Kategori:Minnesota
Categoria:Michigan	Kategori:Michigan
Categoria:Mississipí	Kategori:Mississippi
Categoria:Missouri	Kategori:Missouri
Categoria:Vermont	Kategori:Vermont
Categoria:Virgínia	Kategori:Virginia
Categoria:Dakota del Sud	Kategori:Sør-Dakota
Categoria:Idaho	Kategori:Idaho
Categoria:Iowa	Kategori:Iowa
Categoria:Arkansas	Kategori:Arkansas
Categoria:Alaska	Kategori:Alaska
Categoria:Arizona	Kategori:Arizona
Categoria:Alabama	Kategori:Alabama
Categoria:Oregon	Kategori:Oregon
Categoria:Ohio	Kategori:Ohio
Categoria:Virgínia de l'Oest	Kategori:Vest-Virginia
Categoria:Wisconsin	Kategori:Wisconsin
Categoria:Utah	Kategori:Utah
Categoria:Indiana	Kategori:Indiana
Categoria:Illinois	Kategori:Illinois
Categoria:Kansas	Kategori:Kansas
Categoria:Califòrnia	Kategori:California
Categoria:Tecnologia de la bicicleta	Kategori:Sykkeldeler
Categoria:Kentucky	Kategori:Kentucky
Categoria:Connecticut	Kategori:Connecticut
Categoria:Colorado	Kategori:Colorado
Categoria:Texas	Kategori:Texas
Categoria:Pennsilvània	Kategori:Pennsylvania
Categoria:Hawaii	Kategori:Hawaii
Categoria:Atemptats de l'11 de setembre de 2001	Kategori:Terrorangrepet 11. september 2001
Plantilla:Fs end	Mal:Fs end
Plantilla:Fs start	Mal:Fs start
Categoria:Partits polítics d'Escòcia	Kategori:Politiske partier i Skottland
Categoria:Partits polítics del Sudan	Kategori:Politiske partier i Sudan
Categoria:Partits polítics de Mèxic	Kategori:Politiske partier i Mexico
Plantilla:ICDO	Mal:ICDO
Categoria:Partits polítics de Grècia	Kategori:Politiske partier i Hellas
Categoria:Partits polítics de Polònia	Kategori:Politiske partier i Polen
Plantilla:IUCN2006	Mal:IUCN2006
Plantilla:IUCNlink/ús	Mal:IUCNlink
Plantilla:Taula clima/cold	Mal:Klimatabell/cold
Categoria:Partits polítics desapareguts	Kategori:Tidligere politiske partier
Viquipèdia:Lua	Wikipedia:Lua
Categoria:Instruments idiòfons	Kategori:Idiofoner
Categoria:Submarins	Kategori:Undervannsbåter
Categoria:Edificis de Grècia	Kategori:Byggverk i Hellas
Categoria:Història de l'astronomia	Kategori:Astronomiens historie
Plantilla:OrganicBox	Mal:Kjemiskformel
Categoria:Literatura africana	Kategori:Afrikansk litteratur
Categoria:Dissenyadors de moda italians	Kategori:Italienske moteskapere
Categoria:Milanesos	Kategori:Personer fra Milano
Categoria:Dissenyadors de moda	Kategori:Moteskapere
Categoria:Moda	Kategori:Mote
Categoria:Oceà Àrtic	Kategori:Nordishavet
Categoria:Premis de la pau	Kategori:Fredspriser
Categoria:Províncies del Kirguizistan	Kategori:Kirgisistans oblaster
Plantilla:Screenonline nom	Mal:Screenonline name
Categoria:Entrenadors de futbol gal·lesos	Kategori:Walisiske fotballtrenere
Categoria:Mitologia inca	Kategori:Inkaenes mytologi
Categoria:Austràlia Occidental	Kategori:Vest-Australia
Categoria:Segona Guerra Mundial	Kategori:Andre verdenskrig
Categoria:Ciutats de Nova Zelanda	Kategori:Byer på New Zealand
Categoria:Primera Guerra Mundial	Kategori:Første verdenskrig
Categoria:Persones del Dodecanès	Kategori:Personer fra Dodekanesene
Macar (mitologia)	Makareus
Plantilla:Jocs Olímpics	Mal:Olympiske leker
Categoria:Futbolistes de l'AC Milan	Kategori:Fotballspillere for AC Milan
Categoria:Segle XX a Espanya	Kategori:1900-tallet i Spania
Categoria:Penínsules d'Àsia	Kategori:Halvøyer i Asia
Categoria:Segle XX a Itàlia	Kategori:1900-tallet i Italia
Categoria:Penínsules de Rússia	Kategori:Halvøyer i Russland
Categoria:Jocs de tauler	Kategori:Brettspill
Categoria:Plantilles de referències	Kategori:Referansemaler
Categoria:Persones d'Oklahoma City	Kategori:Personer fra Oklahoma City
Categoria:Segle XIX a Itàlia	Kategori:1800-tallet i Italia
Categoria:Fundadors de religions	Kategori:Religionsstiftere
Categoria:Persones de Suffolk	Kategori:Personer fra Suffolk
Categoria:Persones de Quilmes	Kategori:Personer fra Quilmes
Plantilla:Semifinals amb tercer	Mal:Round4-with third
Plantilla:Línia de temps Kernel Linux	Mal:Tidslinje Linuxkjernen
Categoria:Metges anglesos	Kategori:Engelske leger
Categoria:Veterinaris	Kategori:Veterinærer
Categoria:Roine-Alps	Kategori:Rhône-Alpes
Categoria:Races de la Terra Mitjana	Kategori:Arter i Tolkiens verden
Categoria:Membres de l'Acadèmia Francesa	Kategori:Medlemmer av det franske akademi
Categoria:Vents	Kategori:Vinder
Categoria:Persones d'Alabama	Kategori:Personer fra Alabama
Categoria:Persones d'Amsterdam	Kategori:Personer fra Amsterdam
Categoria:Persones d'Oklahoma	Kategori:Personer fra Oklahoma
Categoria:Escriptors africans	Kategori:Afrikanske forfattere
Plantilla:Open d'Austràlia	Mal:Australian Open
Plantilla:US Open	Mal:US Open (tennis)
Categoria:Persones de Chicago	Kategori:Personer fra Chicago
Categoria:Persones de Lisboa	Kategori:Personer fra Lisboa
Categoria:Persones de Lió	Kategori:Personer fra Lyon
Categoria:Piciformes	Kategori:Spettefugler
Categoria:Napolitans	Kategori:Personer fra Napoli
Categoria:Escriptors belgues	Kategori:Belgiske forfattere
Categoria:Persones d'Avellaneda (Buenos Aires)	Kategori:Personer fra Avellaneda
Categoria:Persones de Pamplona	Kategori:Personer fra Pamplona
Categoria:Persones de Gran Canària	Kategori:Personer fra Gran Canaria
Categoria:Escriptors xilens en castellà	Kategori:Chilenske forfattere
Categoria:Persones de La Plata	Kategori:Personer fra La Plata
Categoria:Bergamascos	Kategori:Personer fra Bergamo
Categoria:Escriptors alemanys	Kategori:Tyske forfattere
Categoria:Persones de Nebraska	Kategori:Personer fra Nebraska
Categoria:Escriptors danesos	Kategori:Danske forfattere
Categoria:Persones de Nevada	Kategori:Personer fra Nevada
Categoria:Persones de Nou Mèxic	Kategori:Personer fra New Mexico
Categoria:Hawaians	Kategori:Personer fra Hawaii
Categoria:Escriptors austríacs	Kategori:Østerrikske forfattere
Categoria:Dragons	Kategori:Gekkoer
Plantilla:CIM9	Mal:ICD9
Plantilla:Kana	Mal:Infoboks kana
Categoria:Protecció contra incendis	Kategori:Brannvern
Categoria:Cançons per intèrpret	Kategori:Sanger etter artist
Categoria:Cançons en rus	Kategori:Russiske sanger
Categoria:Senzills per any	Kategori:Singler etter år
Categoria:Senzills del 2003	Kategori:Singler fra 2003
Categoria:Gossos	Kategori:Hunder
Categoria:Cançons de música pop	Kategori:Popsanger
Categoria:Senzills del 2009	Kategori:Singler fra 2009
Categoria:Senzills del 2010	Kategori:Singler fra 2010
Categoria:Senzills del 2011	Kategori:Singler fra 2011
Categoria:Agaricals	Kategori:Skivesopper
Michael Levitt	Michael Levitt
Categoria:Portes	Kategori:Porter
Categoria:Universitats d'Alemanya	Kategori:Universiteter i Tyskland
Categoria:Pel·lícules d'acció	Kategori:Actionfilmer
Categoria:Pel·lícules d'anime	Kategori:Japanske animasjonsfilmer
Categoria:Pel·lícules de l'Iran	Kategori:Iranske filmer
Categoria:Pel·lícules dirigides per Joel i Ethan Coen	Kategori:Filmer regissert av Coen-brødrene
Categoria:Pel·lícules sobre la Guerra Freda	Kategori:Filmer om den kalde krigen
Categoria:Escriptors francesos	Kategori:Franske forfattere
Categoria:Escriptors grecs	Kategori:Greske forfattere
Categoria:Escriptors indis	Kategori:Indiske forfattere
Categoria:Escriptors irlandesos	Kategori:Irske forfattere
Categoria:Escriptors italians	Kategori:Italienske forfattere
Categoria:Escriptors japonesos en japonès	Kategori:Japanske forfattere
Categoria:Pel·lícules en 3D	Kategori:3D-filmer
Categoria:Pel·lícules guanyadores de l'Oscar a la millor pel·lícula de parla no anglesa	Kategori:Oscar-vinnere (fremmedspråklige film)
Categoria:Pel·lícules sobre la Guerra del Vietnam	Kategori:Filmer om Vietnamkrigen
Categoria:Escriptors canadencs	Kategori:Canadiske forfattere
Categoria:Pel·lícules de comèdia dramàtica	Kategori:Dramakomedier
Categoria:Pel·lícules dirigides per Ron Howard	Kategori:Filmer regissert av Ron Howard
Categoria:Pel·lícules biogràfiques	Kategori:Biografiske filmer
Categoria:Pel·lícules de presons	Kategori:Fengselsfilmer
Categoria:Pel·lícules dirigides per Francis Ford Coppola	Kategori:Filmer regissert av Francis Ford Coppola
Categoria:Pel·lícules de Finlàndia	Kategori:Finske filmer
Categoria:Pel·lícules d'arts marcials	Kategori:Kampsportfilmer
Categoria:Pel·lícules de comèdia romàntica	Kategori:Romantiske komedier
Categoria:Pel·lícules dirigides per Quentin Tarantino	Kategori:Filmer regissert av Quentin Tarantino
Categoria:Pel·lícules post-apocalíptiques	Kategori:Postapokalyptiske filmer
Categoria:Pel·lícules dirigides per Martin Scorsese	Kategori:Filmer regissert av Martin Scorsese
Categoria:Pel·lícules dirigides per David Lynch	Kategori:Filmer regissert av David Lynch
Categoria:Pel·lícules dirigides per Stanley Kubrick	Kategori:Filmer regissert av Stanley Kubrick
Categoria:Pel·lícules dirigides per Sidney Lumet	Kategori:Filmer regissert av Sidney Lumet
Categoria:Pel·lícules dirigides per Christopher Nolan	Kategori:Filmer regissert av Christopher Nolan
Categoria:Pel·lícules dirigides per Clint Eastwood	Kategori:Filmer regissert av Clint Eastwood
Plantilla:Qui	Mal:Hvem
Categoria:Províncies del Pakistan	Kategori:Pakistans provinser
Categoria:Òxids minerals	Kategori:Oksidmineraler
Categoria:Discs del 2012	Kategori:Musikkalbum fra 2012
Universalisme	Universalisme
Categoria:Discs per gènere	Kategori:Musikkalbum etter sjanger
Categoria:Organitzacions juvenils	Kategori:Ungdomsorganisasjoner
Categoria:Tottenham Hotspur Football Club	Kategori:Tottenham Hotspur FC
Categoria:Discs en directe	Kategori:Konsertalbum
Categoria:Jocs Olímpics de la Joventut	Kategori:Ungdoms-OL
Categoria:Jocs Paralímpics	Kategori:Paralympiske leker
Categoria:Videojocs per a PlayStation Portable	Kategori:PlayStation Portable-spill
Categoria:Sòlids platònics	Kategori:Platonske legemer
Categoria:Videojocs per a Dreamcast	Kategori:Dreamcast-spill
Categoria:Videojocs per a Supernintendo	Kategori:Super NES-spill
Categoria:Videojocs de món obert	Kategori:Åpen verden-spill
Categoria:Videojocs del 1986	Kategori:Videospill fra 1986
Categoria:Videojocs del 1989	Kategori:Videospill fra 1989
Categoria:Videojocs del 1990	Kategori:Videospill fra 1990
Categoria:Videojocs del 1992	Kategori:Videospill fra 1992
Categoria:Videojocs del 1994	Kategori:Videospill fra 1994
Categoria:Videojocs del 1995	Kategori:Videospill fra 1995
Categoria:Videojocs del 2000	Kategori:Videospill fra 2000
Categoria:Videojocs del 2002	Kategori:Videospill fra 2002
Categoria:Videojocs del 2003	Kategori:Videospill fra 2003
Categoria:Videojocs del 2004	Kategori:Videospill fra 2004
Categoria:Videojocs del 2006	Kategori:Videospill fra 2006
Categoria:Videojocs del 2007	Kategori:Videospill fra 2007
Categoria:Videojocs del 2008	Kategori:Videospill fra 2008
Categoria:Esport a Barcelona	Kategori:Sport i Barcelona
Categoria:Videojocs del 2011	Kategori:Videospill fra 2011
Categoria:Federal Bureau of Investigation	Kategori:FBI
Categoria:Videojocs del 2012	Kategori:Videospill fra 2012
Categoria:Geografia de Liechtenstein	Kategori:Liechtensteins geografi
Categoria:Videojocs d'acció	Kategori:Actionspill
Plantilla:MinorPlanets Navigator	Mal:Småplanetnavigatør
Categoria:Teixits	Kategori:Tekstiler
Categoria:Videojocs esportius	Kategori:Sportsspill
Categoria:Propers videojocs	Kategori:Kommende videospill
Categoria:Fèlids	Kategori:Kattedyr
Categoria:Magistratures romanes	Kategori:Romerske embetstitler
Categoria:Instal·lacions esportives dels Jocs Olímpics d'estiu de 2012	Kategori:Arenaer under Sommer-OL 2012
Categoria:Pel·lícules d'espionatge	Kategori:Spionfilmer
Plantilla:Plantilla del Bayern de Munic	Mal:Bayern München
Categoria:Malalties autoimmunitàries	Kategori:Autoimmune sykdommer
Categoria:Trastorns del son	Kategori:Søvnforstyrrelser
Plantilla:Febrer 16	Mal:Februar 16
Plantilla:Agost 25	Mal:August 25
Plantilla:Maig 25	Mal:Mai 25
Categoria:Estatunidencs per estat	Kategori:Personer etter føde- eller oppvekststed i USA
Categoria:Províncies del Kazakhstan	Kategori:Kasakhstans oblaster
Categoria:Escriptors cubans	Kategori:Cubanske forfattere
Categoria:Escriptors lituans	Kategori:Litauiske forfattere
Categoria:Escriptors polonesos	Kategori:Polske forfattere
Categoria:Escriptors romanesos	Kategori:Rumenske forfattere
Categoria:Escriptors russos	Kategori:Russiske forfattere
Categoria:Escriptors romans	Kategori:Romerske forfattere
Categoria:Escriptors suïssos	Kategori:Sveitsiske forfattere
Categoria:Escriptors suecs	Kategori:Svenske forfattere
Categoria:Clubs de bàsquet estatunidencs	Kategori:Basketballag i USA
Categoria:Clubs de futbol albanesos	Kategori:Fotballag i Albania
Categoria:Escriptors espanyols	Kategori:Spanske forfattere
Categoria:Clubs de futbol estatunidencs	Kategori:Fotballag i USA
Categoria:Escriptors txecs	Kategori:Tsjekkiske forfattere
Categoria:Clubs de futbol angolesos	Kategori:Fotballag i Angola
Categoria:Clubs de futbol uzbeks	Kategori:Fotballag i Usbekistan
Categoria:Clubs de futbol irlandesos	Kategori:Fotballag i Irland
Categoria:Clubs de futbol equatorians	Kategori:Fotballag i Ecuador
Plantilla:Navegació Campanya	Mal:Kampanje2
Categoria:Escriptors uruguaians	Kategori:Uruguayanske forfattere
Categoria:Clubs de futbol dels Emirats Àrabs Units	Kategori:Fotballag i De forente arabiske emirater
Categoria:Clubs de futbol islandesos	Kategori:Fotballag på Island
Categoria:Escriptors estatunidencs	Kategori:Forfattere fra USA
Categoria:Clubs de futbol bielorussos	Kategori:Fotballag i Hviterussland
Categoria:Escriptors per gènere	Kategori:Forfattere etter sjanger
Plantilla:OperacionsOrientalIGMpetit	Mal:Østfronten (første verdenskrig)
Categoria:Dramaturgs	Kategori:Dramatikere
Categoria:Clubs de futbol tanzans	Kategori:Fotballag i Tanzania
Categoria:Clubs de futbol togolesos	Kategori:Fotballag i Togo
Categoria:Clubs de futbol ivorians	Kategori:Fotballag i Elfenbenskysten
Categoria:Clubs de futbol iraquians	Kategori:Fotballag i Irak
Categoria:Clubs de futbol ghanesos	Kategori:Fotballag i Ghana
Categoria:Clubs de futbol qatarians	Kategori:Fotballag i Qatar
Categoria:Clubs de futbol letons	Kategori:Fotballag i Latvia
Categoria:Clubs de futbol luxemburguesos	Kategori:Fotballag i Luxembourg
Categoria:Clubs de futbol de Liechtenstein	Kategori:Fotballag i Liechtenstein
Categoria:Clubs de futbol maltesos	Kategori:Fotballag på Malta
Categoria:Clubs de futbol montenegrins	Kategori:Fotballag i Montenegro
Categoria:Clubs de futbol nigerians	Kategori:Fotballag i Nigeria
Categoria:Subgèneres del heavy metal	Kategori:Heavy metal-sjangere
Categoria:Rius d'Etiòpia	Kategori:Elver i Etiopia
Plantilla:Municipis Cantal	Mal:Kommuner i Cantal
Categoria:Rius de Mèxic	Kategori:Elver i Mexico
Plantilla:Comunes de Capellen	Mal:Capellens kommuner
Categoria:Tipus d'estrelles	Kategori:Stjernetyper
Plantilla:Quarts de final amb tercer	Mal:Fotballkvartfinaler-med-tredjeplass
Plantilla:Quarts de final	Mal:Fotballkvartfinaler
Categoria:Armament de la Segona Guerra Mundial	Kategori:Våpen fra andre verdenskrig
Categoria:Oslo	Kategori:Oslo
Plantilla:Millorar referències	Mal:Referanseløs
Categoria:Olimpíades d'escacs	Kategori:Sjakkolympiade
Categoria:Úmbria	Kategori:Umbria
Categoria:Age of Empires	Kategori:Age of Empires
Categoria:Irlandesos per activitat	Kategori:Irer etter beskjeftigelse
Plantilla:Plantilla del Chelsea FC	Mal:Chelsea
Plantilla:Municipis Cher	Mal:Kommuner i Cher
Plantilla:Esborrany d'escacs	Mal:Sjakkstubb
Plantilla:Zero	Mal:Null
Plantilla:OrganicBox atom	Mal:Kjemiskformel atom
Categoria:Àlgebra abstracta	Kategori:Abstrakt algebra
Categoria:Arquitectes alemanys	Kategori:Tyske arkitekter
Categoria:Arquitectes	Kategori:Arkitekter
Categoria:Arquitectes belgues	Kategori:Belgiske arkitekter
Categoria:Colibri	Kategori:Kolibrier
Categoria:Arquitectes austríacs	Kategori:Østerrikske arkitekter
Categoria:Arquitectes francesos	Kategori:Franske arkitekter
Categoria:Tipògrafs	Kategori:Typografer
Categoria:Arquitectes espanyols	Kategori:Spanske arkitekter
Categoria:Arquitectes estatunidencs	Kategori:Arkitekter fra USA
Categoria:Angola	Kategori:Angola
Categoria:Benín	Kategori:Benin
Šakotis	Šakotis
Categoria:Botswana	Kategori:Botswana
Categoria:Burkina Faso	Kategori:Burkina Faso
Categoria:Burundi	Kategori:Burundi
Categoria:Djibouti	Kategori:Djibouti
Categoria:Costa d'Ivori	Kategori:Elfenbenskysten
Categoria:Guinea Equatorial	Kategori:Ekvatorial-Guinea
